time_ms,closed_loop_angle,control_angle,angle_difference,closed_loop_velocity,control_velocity,velocity_difference,closed_loop_neural_offset,control_observed_neural_offset
463,1.0974948406219482,-0.030560370534658432,1.1280552111566067,0.8338710069656372,0.467430055141449,0.36644095182418823,0.00014076442809438094,0.2120479067872208
464,1.0968410968780518,-0.029982123523950577,1.1268232204020023,1.0935487747192383,0.695451021194458,0.3980977535247803,0.00013724628354083723,0.21021646767843793
465,1.095788836479187,-0.02950669638812542,1.1252955328673124,-0.05210811272263527,0.21351021528244019,-0.26561832800507545,0.00013381604490605992,0.2083457559157933
466,1.094958782196045,-0.02905392460525036,1.1240127068012953,-1.1183009147644043,0.22806140780448914,-1.3463623225688934,0.00013047151689637992,0.20643715084199366
467,1.0940996408462524,-0.02856719307601452,1.122666833922267,-0.16522455215454102,0.8040214776992798,-0.9692460298538208,0.000127210558984292,0.20449209218670228
468,1.0933068990707397,-0.028112534433603287,1.121419433504343,-1.6423317193984985,0.4116193950176239,-2.0539511144161224,0.00012403108404501761,0.20251207447878608
469,1.0920746326446533,-0.027811728417873383,1.1198863610625267,0.19145064055919647,0.23905110359191895,-0.04760046303272247,0.00012093105702690177,0.2004986414258591
470,1.0911654233932495,-0.027640659362077713,1.1188060827553272,-1.2684295177459717,0.16288919746875763,-1.4313187152147293,0.00011790849365472811,0.19845338029354503
471,1.0900001525878906,-0.027491731569170952,1.1174918841570616,-0.977263867855072,-0.009221076965332031,-0.96804279088974,0.00011496145916523037,0.19637791631490298
472,1.0892008543014526,-0.027271654456853867,1.1164725087583065,-0.26032397150993347,-0.3098423480987549,0.04951837658882141,0.00011208806707402319,0.1942739071583734
473,1.088100552558899,-0.027362888678908348,1.1154634412378073,-0.4918864369392395,-0.35223594307899475,-0.13965049386024475,0.00010928647797309177,0.1921430374804373
474,1.087164282798767,-0.02763761393725872,1.1148018967360258,-0.6051169037818909,-0.638285219669342,0.03316831588745117,0.00010655489835803555,0.1899870135869629
475,1.0859347581863403,-0.027757292613387108,1.1136920507997274,-0.7667497992515564,0.2269856482744217,-0.9937354475259781,0.00010389157948459404,0.18780755822497347
476,1.0850389003753662,-0.028182469308376312,1.1132213696837425,-0.13761329650878906,-0.042873091995716095,-0.09474020451307297,0.00010129481625339998,0.18560640552432506
477,1.0840266942977905,-0.028410006314516068,1.1124367006123066,-1.8886562585830688,-0.5254629850387573,-1.3631932735443115,9.87629461225159e-05,0.1833852961065595
478,1.082851529121399,-0.02874561958014965,1.1115971487015486,-0.7314050793647766,-0.7880954742431641,0.05669039487838745,9.62943480469769e-05,0.18114597237601085
479,1.081829309463501,-0.02916942536830902,1.11099873483181,-1.2702547311782837,-0.528677761554718,-0.7415769696235657,9.38874414446178e-05,0.17889017400611412
480,1.0807445049285889,-0.029797235503792763,1.1105417404323816,-0.45343631505966187,-0.69356769323349,0.24013137817382812,9.154068518768543e-05,0.1766196336318016
481,1.079837441444397,-0.030277272686362267,1.1101147141307592,-1.0623345375061035,-0.8286073803901672,-0.23372715711593628,8.925257661931973e-05,0.17433607275689406
482,1.0787830352783203,-0.03060349076986313,1.1093865260481834,-0.6683316230773926,-0.23915114998817444,-0.42918047308921814,8.70216505948207e-05,0.17204119788350453
483,1.0778121948242188,-0.03102741949260235,1.108839614316821,-1.0733104944229126,0.36581945419311523,-1.4391299486160278,8.484647854628546e-05,0.16973669686868453
484,1.0766663551330566,-0.03137653321027756,1.1080428883433342,-0.7256065607070923,-0.8557807803153992,0.13017421960830688,8.272566757092092e-05,0.16742423551186
485,1.0756251811981201,-0.03212782368063927,1.1077530048787594,-1.0330649614334106,-0.10465136915445328,-0.9284135922789574,8.065785954175508e-05,0.1651054543750327
486,1.0745311975479126,-0.032510627061128616,1.1070418246090412,-1.1490460634231567,-1.4295979738235474,0.2805519104003906,7.864173024058063e-05,0.16278196583626484
